"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.10","sd.u0","sd.u1","sd.e","true_cluster_means","l2_g.10_bias","l3a_g.10_bias","l4_g.10_bias","g.exchangeable2_g.10_bias","g.exchangeable3_g.10_bias","g.exchangeable4_g.10_bias","g.ar12_g.10_bias","g.ar13_g.10_bias","g.ar14_g.10_bias","g.independence2_g.10_bias","g.independence3_g.10_bias","g.independence4_g.10_bias","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
200,10,"binary","binary",1,3,0,1.5,3,0,1,FALSE,0.018,0.005,0.006,-0.797,-0.789,-0.789,-0.795,-0.786,-0.786,-0.791,-0.789,-0.789,0.988,0.861,0.997,0.995,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1.5,3,0,1,FALSE,-0.006,-0.006,-0.001,-0.801,-0.791,-0.791,6260348041409.95,18295067069116.7,19803372349274.1,-0.795,-0.79,-0.79,0.927,0.991,0.964,0.922,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1.5,3,0,1,FALSE,-0.006,-0.004,-0.003,-0.805,-0.795,-0.795,-0.806,347434416418.879,347434416418.906,-0.798,-0.795,-0.795,0.874,1,0.941,0.932,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.201,0.108,0.106,-1.207,-0.735,-0.735,-1.207,319840371518.34,319840371545.843,-1.207,-0.728,-0.728,0.921,0.871,0.949,0.957,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.249,0.061,0.062,-1.209,-0.743,-0.743,-1.209,337751217037.96,337751217037.958,-1.209,-0.736,-0.736,0.906,0.837,0.957,0.955,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.112,0.024,0.024,-1.206,426718346297.12,426718346297.113,22346802728995.9,841780885756.599,841759336315.307,-1.206,-0.725,-0.725,0.997,0.821,0.923,0.922,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.127,0.014,0.014,-1.208,-0.748,-0.748,17440428977407.1,-550930279021.363,-550930279021.43,-1.208,-0.736,-0.736,1,0.784,0.904,0.908,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.051,0.01,0.011,-1.206,1050298129638.29,1050298129638.52,52905006587476.6,2218429992909.85,2399620419826.58,-1.206,-0.722,-0.722,1,0.884,0.952,0.951,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.056,0.001,0.001,-1.21,-0.754,-0.754,12798026250780.8,-0.761,-0.761,-1.21,-0.737,-0.737,1,0.904,0.931,0.934,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,0.002,0.002,0.002,-0.003,-0.003,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.002,-0.002,-0.002,-0.004,-0.004,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,0.006,0.006,0.006,0.006,0.006,0.006,0.009,0.009,0.009,0.006,0.006,0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.004,-0.004,-0.004,-0.003,-0.003,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,-0.001,-0.001,-0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1.5,3,0,1,FALSE,0.017,0.012,0.01,-0.786,-0.768,-0.768,-0.786,-0.768,-0.768,-0.785,-0.768,-0.768,0.96,0.936,0.933,0.934,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.026,-0.023,-0.024,-0.794,-0.778,-0.778,-0.791,-0.775,-0.775,-0.793,-0.777,-0.777,0.936,0.933,0.931,0.925,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1.5,3,0,1,FALSE,0.001,0.004,0.005,-0.781,-0.76,-0.76,-0.781,-0.757,-0.757,-0.778,-0.759,-0.759,0.989,0.987,0.967,0.968,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.028,-0.026,-0.027,-0.798,-0.779,-0.779,-0.797,-0.777,-0.777,-0.795,-0.778,-0.778,1,0.999,0.99,0.981,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.01,-0.006,-0.005,-0.787,-0.763,-0.763,2125949526179.48,17475450888224,15903509046451.2,-0.783,-0.761,-0.761,0.942,0.969,0.987,0.987,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.008,-0.005,-0.005,-0.792,-0.771,-0.771,-0.796,9927164465618.34,10729253470885.3,-0.789,-0.77,-0.77,0.959,0.992,0.999,0.997,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.107,0.055,0.055,-1.074,-0.792,-0.792,-1.074,1702558560166.46,1702558307796.71,-1.074,-0.788,-0.788,0.997,0.959,0.949,0.946,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.12,0.032,0.032,-1.076,-0.796,-0.796,-1.076,-0.797,-0.797,-1.076,-0.791,-0.791,1,0.974,0.944,0.947,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.022,0.012,0.014,-1.073,-0.779,-0.779,-1.072,762801120149.678,391277203612.757,-1.072,-0.771,-0.771,1,0.853,0.92,0.921,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.037,0.004,0.003,-1.075,-0.785,-0.785,-1.075,-0.791,-0.791,-1.075,-0.777,-0.777,1,0.87,0.91,0.891,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.041,-0.001,-0.001,-1.071,591048649578.432,591048649578.43,206223369403644,1897310294479.23,1897310294492.15,-1.071,-0.755,-0.755,0.999,0.786,0.983,0.979,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.033,-0.002,-0.002,-1.077,-0.783,-0.783,210344212808181,-0.794,-0.794,-1.077,-0.77,-0.77,1,0.916,0.987,0.988,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.004,0.004,0.004,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.003,-0.003,-0.003,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.006,0.006,0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1.5,3,0,1,FALSE,0.063,0.021,0.023,-0.803,-0.756,-0.756,-0.801,-0.753,-0.753,-0.806,-0.753,-0.753,0.929,0.934,0.94,0.943,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1.5,3,0,1,FALSE,0.034,-0.001,-0.001,-0.809,-0.767,-0.767,-0.813,-0.771,-0.771,-0.812,-0.763,-0.763,0.909,0.918,0.929,0.933,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1.5,3,0,1,FALSE,0.008,-0.001,0,-0.816,-0.766,-0.766,-0.819,-288495092116.49,-288495092116.497,-0.815,-0.762,-0.762,0.978,0.969,0.952,0.94,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1.5,3,0,1,FALSE,-0.01,-0.018,-0.016,-0.817,-0.77,-0.77,-0.821,-0.773,-0.773,-0.817,-0.767,-0.767,0.992,0.992,0.913,0.908,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1.5,3,0,1,FALSE,-0.001,-0.002,-0.001,-0.817,-0.765,-0.765,25964084111729.5,-1027260910334.59,-1027281982013.58,-0.814,-0.76,-0.76,0.976,0.987,0.979,0.976,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1.5,3,0,1,FALSE,-0.001,-0.003,-0.003,-0.818,-0.768,-0.768,13675681298543.6,3971759296349.65,3971759296255.71,-0.816,-0.765,-0.765,0.998,0.995,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.17,0.195,0.204,-1.327,863873398115.456,863873398115.45,-1.325,1631131264681.75,1631131402056.84,-1.327,-0.734,-0.734,0.936,0.927,0.95,0.949,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.283,0.116,0.115,-1.327,-0.769,-0.769,-1.328,184733195802.274,184733195751.342,-1.327,-0.76,-0.76,0.941,0.955,0.977,0.983,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.127,0.052,0.055,-1.325,793643058658.703,793643058661.382,7651725737684.05,4229739273841.87,4234090318187.93,-1.325,-0.721,-0.721,0.927,0.903,0.949,0.949,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.181,0.037,0.036,-1.327,41144463989.681,41144463989.584,5971702051388.69,1026731447182.93,1026731400224.91,-1.327,-0.744,-0.744,0.926,0.884,0.917,0.921,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.078,0.012,0.011,-1.327,510800063155.001,510800062991.926,4573468703398.14,4344027334137.52,4348922631454.43,-1.327,-0.724,-0.724,0.986,0.923,0.926,0.926,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.092,0.016,0.016,-1.328,-0.755,-0.755,9522554181063.87,678478014887.385,678478032690.172,-1.328,-0.736,-0.736,1,0.912,0.897,0.905,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.004,-0.004,-0.004,-0.006,-0.006,-0.006,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,-0.002,-0.002,-0.002,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,-0.001,-0.001,-0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.004,0.004,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
